No,Academy Ruangguru,Name,Address,,Unique Name,First Name,End Name,Tutor,Latitude,Longitude,Geocoding Status
400,English Academy,Bondowoso - Diponegoro,"Jl. Diponegoro, RT./RW/RW.25/05, Kotakulon, Kec. Bondowoso, Kabupaten Bondowoso, Jawa Timur 68213",,EAC Diponegoro,Bondowoso,Diponegoro,,-7.9085334,113.8145245,SUCCESS
401,English Academy,Bone - Ahmad Yani,"Jl. Jend. Ahmad Yani, Jeppee, Kec. Tanete Riattang Bar., Kabupaten Bone, Sulawesi Selatan 92732",,EAC Ahmad Yani,Bone,Ahmad Yani,,-4.5401436,120.3195158,SUCCESS
402,English Academy,Boyolali - Merdeka,"Jl. Merdeka Timur, Wonosari, Kemiri, Kec. Mojosongo, Kabupaten Boyolali, Jawa Tengah 57482",,EAC Merdeka,Boyolali,Merdeka,,-7.5447046,110.6123397,SUCCESS
403,English Academy,Brebes - Sultan Agung,"Jl. Sultan Agung No.1, Kaumanpulo, Brebes, Kec. Brebes, Kabupaten Brebes, Jawa Tengah 52212",,EAC Sultan Agung,Brebes,Sultan Agung,,-6.8738153,109.040079,SUCCESS
404,English Academy,Bukittinggi - Jambu Air,"Pertokoan Panama Petak Jl. Raya Kapas Panji No.4, Taluak Ampek Suku, Kec. Banuhampu, Kabupaten Agam, Sumatera Barat 26181",,EAC Jambu Air,Bukittinggi,Jambu Air,,-0.3268717,100.3801758,SUCCESS
405,English Academy,Bulukumba - Jend. Sudirman,"Jl. Jend Sudirman, Terang-Terang, Kec. Ujung Bulu, Kabupaten Bulukumba, Sulawesi Selatan 92510",,EAC Jend. Sudirman,Bulukumba,Jend. Sudirman,,-5.5552326,120.1967462,SUCCESS
406,English Academy,Ciamis - Samuji,"Jl. Letnan Samuji Komplek Ruko No.39-40, RT.03/RW.21, Kelurahan Ciburial, Kec. Ciamis, Kabupaten Ciamis, Jawa Barat 46211",,EAC Samuji,Ciamis,Samuji,,-7.329422800000001,108.3592555,SUCCESS
407,English Academy,Cibinong - Tegar Beriman,"Cibinong City Centre, Komplek Jl. Tegar Beriman No.3B Blok B, Pakansari, Cibinong, Bogor Regency, West Java 16911",,EAC Tegar Beriman,Cibinong,Tegar Beriman,,-6.4855269,106.8400614,SUCCESS
408,English Academy,Cikarang - Cifest,"Ruko Cikarang Central City, CIFEST, Jl. Raya Cikarang - Cibarusah No.22 Blk F, Sukadami, Cikarang Sel., Kabupaten Bekasi, Jawa Barat 17530",,EAC Cifest,Cikarang,Cifest,,-6.3401255,107.1198653,SUCCESS
409,English Academy,Cilacap - S. Parman,"Jl. S. Parman No.10D, Cilacap, Sidanegara, Kec. Cilacap Tengah, Kabupaten Cilacap, Jawa Tengah 53223",,EAC S. Parman,Cilacap,S. Parman,,-7.726704299999999,109.0135097,SUCCESS
410,English Academy,Cilegon - PCI,"Business Square, Jl. Pondok Cilegon Indah Blok A-15, Kedaleman, Kec. Cibeber, Kota Cilegon, Banten 42422",,EAC PCI,Cilegon,PCI,,-6.0388156,106.0746389,SUCCESS
411,English Academy,Cimahi - Amir Machmud,"Jl. Jend. H. Amir Machmud No.268B, Cimahi, Kec. Cimahi Tengah, Kota Cimahi, Jawa Barat 40525",,EAC Amir Machmud,Cimahi,Amir Machmud,,-6.8752531,107.545026,SUCCESS
412,English Academy,Cirebon - CSB Mall,"Ruko CSB Mall Office Park, Jl. DR. Cipto Mangunkusumo No.26, Pekiringan, Kec. Kesambi, Kota Cirebon, Jawa Barat 45131",,EAC CSB Mall,Cirebon,CSB Mall,,-6.7182514,108.5499088,SUCCESS
413,English Academy,Denpasar - Mahendradatta,"Jl. Mahendradatta No.A5, Padangsambian, Kec. Denpasar Bar., Kota Denpasar, Bali 80119",,EAC Mahendradatta,Denpasar,Mahendradatta,,-8.6689811,115.1905848,SUCCESS
414,English Academy,Denpasar - Renon,"Jl. Raya Puputan No.64D, Dangin Puri Klod, Kec. Denpasar Tim., Kota Denpasar, Bali 80234",,EAC Renon,Denpasar,Renon,,-8.672787099999999,115.2231561,SUCCESS
415,English Academy,Depok - Cinere,"Jl. Cinere Raya, Cinere, Kec. Cinere, Kota Depok, Jawa Barat 16514",,EAC Cinere,Depok,Cinere,,-6.3362217,106.7818165,SUCCESS
416,English Academy,Depok - Margonda,"Jl. Margonda No.341, Kemiri Muka, Kecamatan Beji, Kota Depok, Jawa Barat 16424",,EAC Margonda,Depok,Margonda,,-6.374021,106.8322475,SUCCESS
417,English Academy,Depok - Sawangan,"Jl. Raya Muchtar No.83, Sawangan Baru, Kec. Sawangan, Kota Depok, Jawa Barat 16511",,EAC Sawangan,Depok,Sawangan,,-6.400721799999999,106.7719323,SUCCESS
418,English Academy,Depok - Sukmajaya,"Jl. Proklamasi, Mekar Jaya, Kec. Sukmajaya, Kota Depok, Jawa Barat 16411",,EAC Sukmajaya,Depok,Sukmajaya,,-6.3920977,106.8388723,SUCCESS
419,English Academy,Dumai - Jendral Sudirman,"Jalan Jendral Sudirman, 391. Kel. Dumai Timur, Bintan, Kec. Dumai Kota, Kota Dumai, Riau 28822",,EAC Jendral Sudirman,Dumai,Jendral Sudirman,,1.6737773,101.4483903,SUCCESS
420,English Academy,Duri - Hangtuah,"Jl. Hangtuah Jl. Akasia, Duri Bar., Kec. Mandau, Kabupaten Bengkalis, Riau 28783",,EAC Hangtuah,Duri,Hangtuah,,1.2698495,101.1839137,SUCCESS
421,English Academy,Garut - Perintis,"Komplek Pertokoan Garut Hyper Square, Kompleks Ruko Anarto Pinngir Wahdana, Jl. Perintis Kemerdekaan No.Kav A1, Haurpanggung, Kec. Tarogong Kidul, Kabupaten Garut, Jawa Barat 44151",,EAC Perintis,Garut,Perintis,,-7.209150600000001,107.9020165,SUCCESS
422,English Academy,Gianyar - Dharma giri,"Jl. Dharma Giri, Bitera, Kec. Gianyar, Kabupaten Gianyar, Bali 80515",,EAC Dharma giri,Gianyar,Dharma giri,,-8.544048,115.3143665,SUCCESS
423,English Academy,Gombong - Puring,"Jl. Puring - Gombong, RT.01/RW.05, Wonokriyo, Kec. Gombong, Kabupaten Kebumen, Jawa Tengah 54411",,EAC Puring,Gombong,Puring,,-7.612876,109.5094831,SUCCESS
424,English Academy,Gorontalo - Nani Wartabone,"Samping BCA Finance, Jl. Nani Wartabone, Limba U I, Kota Sel., Kota, Limba U I, Kota Sel., Kota Selatan, Gorontalo 96115",,EAC Nani Wartabone,Gorontalo,Nani Wartabone,,0.5463783999999999,123.0619979,SUCCESS
425,English Academy,Gowa - Sungguminasa,"Ruko Yasmin Square, Jl. Tumanurung Raya, Kalegowa, Kec. Somba Opu, Kabupaten Gowa, Sulawesi Selatan 92111",,EAC Sungguminasa,Gowa,Sungguminasa,,-5.1983296,119.4466486,SUCCESS
426,English Academy,Gresik - Usman Sadar,"Jl. Usman Sadar No.147, Ngipik, Karangpoh, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61116",,EAC Usman Sadar,Gresik,Usman Sadar,,-7.1551719,112.6501317,SUCCESS
427,English Academy,Indramayu - Sudirman,"Jl. Jend. Sudirman No.176 02, RW.11, Lemahmekar, Kec. Indramayu, Kabupaten Indramayu, Jawa Barat 45212",,EAC Sudirman,Indramayu,Sudirman,,-6.3380755,108.3370062,SUCCESS
428,English Academy,Jakarta Barat - Cengkareng,"Jl. Raya Kresek No.9A, RT.9/RW.13, Duri Kosambi, Cengkareng, West Jakarta City, Jakarta 11750",,EAC Cengkareng,Jakarta Barat,Cengkareng,,-6.179071,106.720102,SUCCESS
429,English Academy,Jakarta Barat - Citra Garden City,"Jl. Citra Garden City 6 No.11-12 Blok H RT.10/RW.511A, RT.10, RT.2/RW.5, Tegal, Alur, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11810",,EAC Citra Garden City,Jakarta Barat,Citra Garden City,,-6.1302393,106.7276047,SUCCESS
430,English Academy,Jakarta Barat - Kemanggisan,"Jl. Kemanggisan Raya No.42, RT.5/RW.9, Kemanggisan, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480",,EAC Kemanggisan,Jakarta Barat,Kemanggisan,,-6.189714599999999,106.7860953,SUCCESS
431,English Academy,Jakarta Barat - Mall Taman Anggrek,"Mall Taman Anggrek Lt L3, Letjen S. Parman St.Kav 21, RT.12/RW.1, South Tanjung Duren, RT.12/RW.1, petamburan, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",,EAC Mall Taman Anggrek,Jakarta Barat,Mall Taman Anggrek,,-6.1782936,106.7924023,SUCCESS
432,English Academy,Jakarta Barat - Puri Indah,"Jl. Pesanggrahan, RT.2/RW.6, Kembangan Sel., Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11620",,EAC Puri Indah,Jakarta Barat,Puri Indah,,-6.1870368,106.7553851,SUCCESS
433,English Academy,Jakarta Pusat - Cempaka Putih,"Jl. Cempaka Putih Tengah II No.8, RT.11/RW.5, Cemp. Putih Tim., Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10510",,EAC Cempaka Putih,Jakarta Pusat,Cempaka Putih,,-6.171544799999999,106.8669056,SUCCESS
434,English Academy,Jakarta Selatan - Fatmawati,"Jl. RS. Fatmawati Raya No.24 A, RT.1/RW.10, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",,EAC Fatmawati,Jakarta Selatan,Fatmawati,,-6.300867299999999,106.7923833,SUCCESS
435,English Academy,Jakarta Selatan - Jagakarsa,"Jl. Moh. Kahfi 1, RT.4/RW.2, Cipedak, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12630",,EAC Jagakarsa,Jakarta Selatan,Jagakarsa,,-6.3604508,106.80104,SUCCESS
436,English Academy,Jakarta Selatan - Kebayoran Baru,"Jl. Kebayoran Baru No.4, RT.6/RW.2, Gunung, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12120",,EAC Kebayoran Baru,Jakarta Selatan,Kebayoran Baru,,-6.2393544,106.7851643,SUCCESS
437,English Academy,Jakarta Selatan - Pejaten,"Jl. Warung Buncit Raya Kecamatan No.4B, RT.003/RW.5, Kalibata, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12740",,EAC Pejaten,Jakarta Selatan,Pejaten,,-6.270195999999999,106.8314681,SUCCESS
438,English Academy,Jakarta Selatan - Petukangan,"Jl. Ciledug Raya No.5, RT.4/RW.3, Petukangan Sel, RT.4/RW.3, Kota, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12270",,EAC Petukangan,Jakarta Selatan,Petukangan,,-6.238184,106.748846,SUCCESS
439,English Academy,Jakarta Selatan - Tebet,"Jl. Tebet Raya No.43b, RT.2/RW.2, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",,EAC Tebet,Jakarta Selatan,Tebet,,-6.2288751,106.8540683,SUCCESS
440,English Academy,Jakarta Timur - Ciracas,"Komplek Ruko 64, Jl. Lap. Tembak Cibubur No.64, RT.3/RW.2, Cibubur, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13720",,EAC Ciracas,Jakarta Timur,Ciracas,,-6.2126204,106.9434084,SUCCESS
441,English Academy,Jakarta Timur - Condet,"Jl. Raya Condet No.225, RT.11/RW.3, Batu Ampar, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13520",,EAC Condet,Jakarta Timur,Condet,,-6.2853987,106.8556745,SUCCESS
442,English Academy,Jakarta Timur - Duren Sawit,"Jl. Radin Inten II No.66a, RT.1/RW.7, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13440",,EAC Duren Sawit,Jakarta Timur,Duren Sawit,,-6.2465382,106.919428,SUCCESS
443,English Academy,Jakarta Timur - Pondok Gede,"Jl. Raya Pd. Gede No.30, RT.4/RW.8, Lubang Buaya, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13810",,EAC Pondok Gede,Jakarta Timur,Pondok Gede,,-6.2862892,106.8989817,SUCCESS
444,English Academy,Jakarta Timur - Rawamangun,"Jl. Paus No 10 Lantai 3, RT.1/RW.7, Rawamangun, RT.1/RW.7, Kota, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220",,EAC Rawamangun,Jakarta Timur,Rawamangun,,-6.1948925,106.890658,SUCCESS
445,English Academy,Jakarta Utara - Kelapa Gading,"Jl. Boulevard Artha Gading No.11 Blok B, RT.18/RW.8, West Kelapa Gading, Kelapa Gading, North Jakarta City, Jakarta 14240",,EAC Kelapa Gading,Jakarta Utara,Kelapa Gading,,-6.1460062,106.8932903,SUCCESS
446,English Academy,Jakarta Utara - PIK,"Ruko Eksekutif, Bukit Golf Mediterania Jl. Marina Raya No.7, RT.7/RW.2, Kamal Muara, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14470",,EAC PIK,Jakarta Utara,PIK,,-6.1115812,106.7424621,SUCCESS
447,English Academy,Jakarta Utara - Pluit,"Komplek, Jl. Komp. Puri Deltamas Jl. Bandengan Sel.43 Blok J. 6, RT.2/RW.1, North, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",,EAC Pluit,Jakarta Utara,Pluit,,-6.1370651,106.7986196,SUCCESS
448,English Academy,Jakarta Utara - Sunter,"Jl. Danau Sunter Utara.9C Blok D-1 No, RT.5/RW.18, Sunter Agung, Kec. Tj. Priok, Jkt Utara, RT.5/RW.18, Sunter Agung, Kec. Tj. Priok, Sunter, Daerah Khusus Ibukota Jakarta 14350",,EAC Sunter,Jakarta Utara,Sunter,,-6.1383757,106.8651277,SUCCESS
449,English Academy,Jambi - Bungo,"Jl. Diponegoro, Pasir Putih, Kec. Rimbo Tengah, Kabupaten Bungo, Jambi 37215",,EAC Bungo,Jambi,Bungo,,-1.5033901,102.1186462,SUCCESS
450,English Academy,Jambi - Thehok,"Jl. Jend. Sudirman No.27, RW.28, Tambak Sari, Kec. Jambi Sel., Kota Jambi, Jambi 36122",,EAC Thehok,Jambi,Thehok,,-1.6157869,103.6277218,SUCCESS
451,English Academy,Jayapura - Padang Bulan,"Jl. Raya Abepura - Sentani, Padang Bulan, Heram, Berhadapan dengan Supermarket Holamart Padang Bulan, Hedam, Kec. Abepura, Kota Jayapura, Papua 99351",,EAC Padang Bulan,Jayapura,Padang Bulan,,-2.6074393,140.6472935,SUCCESS
452,English Academy,Jember - Sumbersari,"Jl. Sumatra Ruko No.75 D, Tegal Boto Lor, Sumbersari, Kec. Sumbersari, Kabupaten Jember, Jawa Timur 68121",,EAC Sumbersari,Jember,Sumbersari,,-8.1725909,113.7085804,SUCCESS
453,English Academy,Jepara - Pemuda,"Jl. Pemuda No.66, Panggang V, Panggang, Kec. Jepara, Kabupaten Jepara, Jawa Tengah 59412",,EAC Pemuda,Jepara,Pemuda,,-6.596495099999999,110.6721153,SUCCESS
454,English Academy,Karanganyar - Tegalgede,"Jalan Citarum No 1. Donomulyo, RT.01/RW.04, Manggeh, Tegalgede, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57714",,EAC Tegalgede,Karanganyar,Tegalgede,,-7.6005603,110.9598421,SUCCESS
455,English Academy,Karawang - Resinda Park Mall,"Resinda Park Mall, Jl. Resinda Raya No.2 Lt basement, Purwadana, Kec. Karawang Bar., Karawang, Jawa Barat 41361",,EAC Resinda Park Mall,Karawang,Resinda Park Mall,,-6.3013568,107.2780537,SUCCESS
456,English Academy,Kediri - Hasanudin,"Ruko Hasanudin Business Center Blok E No.21, Dandangan, Kec. Kota, Kota Kediri, Jawa Timur 64129",,EAC Hasanudin,Kediri,Hasanudin,,-7.812211,112.0185812,SUCCESS
457,English Academy,Kendari - Abdullah Silondae,"Jl. Drs. H. Abdullah Silondae, Korumba, Kec. Mandonga, Kota Kendari, Sulawesi Tenggara 93111",,EAC Abdullah Silondae,Kendari,Abdullah Silondae,,-3.9676642,122.5172832,SUCCESS
458,English Academy,Ketapang - R. Suprapto,"Jl. R. Suprapto, RT.024/RW.08, Tengah, Kec. Delta Pawan, Kabupaten Ketapang, Kalimantan Barat 78813",,EAC R. Suprapto,Ketapang,R. Suprapto,,-1.8427601,109.9688669,SUCCESS
459,English Academy,Kisaran - Dr. Wahidin,"Jl. Dr. Wahidin No.67, Tegal Sari, Kisaran Kota, Kec. Kota Kisaran Barat, Kabupaten Asahan, Sumatera Utara 21211",,EAC Dr. Wahidin,Kisaran,Dr. Wahidin,,2.9826958,99.6218651,SUCCESS
460,English Academy,Klaten - Merbabu,"Jl. Merbabu No.2, Pondok, Klaten, Kec. Klaten Tengah, Kabupaten Klaten, Jawa Tengah 57411",,EAC Merbabu,Klaten,Merbabu,,-7.706515,110.597301,SUCCESS
461,English Academy,Kolaka - Pramuka,"Jl. Pramuka, Lamokato, Kec. Kolaka, Kabupaten Kolaka, Sulawesi Tenggara 93511",,EAC Pramuka,Kolaka,Pramuka,,-4.0566877,121.598839,SUCCESS
462,English Academy,Kudus - Dersalam,"Jl. Jend. Sudirman No.470, Salam Kidul, Dersalam, Kec. Bae, Kabupaten Kudus, Jawa Tengah 59321",,EAC Dersalam,Kudus,Dersalam,,-6.8040314,110.8673675,SUCCESS
463,English Academy,Kupang - Frans Seda,"Jl. Frans Seda No.16, Fatululi, Kec. Oebobo, Kota Kupang, Nusa Tenggara Tim. 85111",,EAC Frans Seda,Kupang,Frans Seda,,-10.1674067,123.6091319,SUCCESS
464,English Academy,Langkat - Stabat,"Jl. Proklamasi, Kwala Bingai, Kec. Stabat, Kabupaten Langkat, Sumatera Utara 20811",,EAC Stabat,Langkat,Stabat,,3.7329384,98.4340269,SUCCESS
465,English Academy,Madiun - Sutomo,"Jl. Dr. Sutomo No.9, Madiun Lor, Kec. Manguharjo, Kota Madiun, Jawa Timur 63122",,EAC Sutomo,Madiun,Sutomo,,-7.6202388,111.5245248,SUCCESS
466,English Academy,Magelang - Diponegoro,"Jl. Pangeran Diponegoro No.54, Cacaban, Kec. Magelang Tengah, Kota Magelang, Jawa Tengah 56121",,EAC Diponegoro,Magelang,Diponegoro,,-7.481417899999999,110.2141775,SUCCESS
467,English Academy,Magelang - Muntilan,"Kompleks Ruko Munsen, Jl. Tambakan No.10 Blok B9, Karangwatu, Sedayu, Kec. Muntilan, Kabupaten Magelang, Jawa Tengah 56413",,EAC Muntilan,Magelang,Muntilan,,-7.580210099999999,110.2853946,SUCCESS
468,English Academy,Makassar - Baruga,"Jl. Bukit Baruga Raya, Antang, Kec. Manggala, Kota Makassar, Sulawesi Selatan 90234",,EAC Baruga,Makassar,Baruga,,-5.1561095,119.4887087,SUCCESS
469,English Academy,Makassar - Cendrawasih,"Jl. Opu Daeng Risadju No.12, Kunjung Mae, Kec. Mariso, Kota Makassar, Sulawesi Selatan 98255",,EAC Cendrawasih,Makassar,Cendrawasih,,-5.149188,119.4128771,SUCCESS
470,English Academy,Makassar - Hertasning,"Jl. Letjen Hertasning No.88D, Tidung, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",,EAC Hertasning,Makassar,Hertasning,,-5.163132399999999,119.4440945,SUCCESS
471,English Academy,Makassar - Sudiang,"Jalan Perintis Kemerdekaan No.11, Ruko No.237, Pai, Kec. Biringkanaya, Kota Makassar, Sulawesi Selatan 90552",,EAC Sudiang,Makassar,Sudiang,,-5.1036492,119.510436,SUCCESS
472,English Academy,Malang - Dieng,"Jl. Dieng No.3, Bareng, Kec. Klojen, Kota Malang, Jawa Timur 65115",,EAC Dieng,Malang,Dieng,,-7.973722,112.6152583,SUCCESS
473,English Academy,Malang - Klojen,"Jl. Bandung No.14, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65111",,EAC Klojen,Malang,Klojen,,-7.9615556,112.6242493,SUCCESS
474,English Academy,Mamuju - Sultan Hasanuddin,"Samping ATM BNI, Jl. Sultan Hasanuddin, Binanga, Kec. Mamuju, Kabupaten Mamuju, Sulawesi Barat 91552",,EAC Sultan Hasanuddin,Mamuju,Sultan Hasanuddin,,-2.675473,118.8939217,SUCCESS
475,English Academy,Manado - Wenang Selatan,"Jl. Sam Ratulangi No.88, Wenang Sel., Kec. Wenang, Kota Manado, Sulawesi Utara 95115",,EAC Wenang Selatan,Manado,Wenang Selatan,,1.481366,124.8365651,SUCCESS
476,English Academy,Mataram - Pendidikan,"Jl. Pendidikan No.60, Dasan Agung Baru, Kec. Selaparang, Kota Mataram, Nusa Tenggara Bar. 83126",,EAC Pendidikan,Mataram,Pendidikan,,-8.5804508,116.0900421,SUCCESS
477,English Academy,Medan - Iskandar Muda,"Jl. Iskandar Muda No.25-26l, Darat, Kec. Medan Baru, Kota Medan, Sumatera, Utara 20154, Darat, Kec. Medan Baru, Kota Medan, Sumatera Utara 20154",,EAC Iskandar Muda,Medan,Iskandar Muda,,3.5753361,98.6606303,SUCCESS
478,English Academy,Medan - Johor,"Jl. J City.RT.00, Ruko No.D 37, Pangkalan Masyhur, Kec. Medan Johor, Kota Medan, Sumatera Utara 20146",,EAC Johor,Medan,Johor,,3.5365359,98.6593696,SUCCESS
479,English Academy,Metro - Sudirman,"Jl. Jendral Sudirman, Imopuro, Kec. Metro Pusat, Kota Metro, Lampung 34111",,EAC Sudirman,Metro,Sudirman,,-5.1141878,105.3024376,SUCCESS
480,English Academy,Muara Enim - Sudirman,"Jl. Jenderal Sudirman No.72, RT.02/RW.02, Ps. III Muara Enim, Kec. Muara Enim, Kabupaten Muara Enim, Sumatera Selatan 31313",,EAC Sudirman,Muara Enim,Sudirman,,-3.656385,103.7732639,SUCCESS
481,English Academy,Padang - S. Parman,"Jl. S. Parman No.145, Ulak Karang Sel., Kec. Padang Utara, Kota Padang, Sumatera Barat 25134",,EAC S. Parman,Padang,S. Parman,,-0.9154164,100.3499964,SUCCESS
482,English Academy,Padang - Tarandam,"Jl. Proklamasi No.48, Sawahan, Kec. Padang Tim., Kota Padang, Sumatera Barat 25133",,EAC Tarandam,Padang,Tarandam,,-0.9510149,100.3645969,SUCCESS
483,English Academy,Painan - Pagaruyung,"Jl. Pagaruyung I Pagaruyung, Jl. Rawang, Painan, Kec. Iv Jurai, Kabupaten Pesisir Selatan, Sumatera Barat 25651",,EAC Pagaruyung,Painan,Pagaruyung,,-1.3438939,100.5839963,SUCCESS
484,English Academy,Palangkaraya - Ahmad Yani,"Jl. Ahmad Yani No.9B, RT/RW:001/003, Langkai, Kec. Pahandut, Kota Palangka Raya, Kalimantan Tengah 73111",,EAC Ahmad Yani,Palangkaraya,Ahmad Yani,,-2.2077423,113.9222694,SUCCESS
485,English Academy,Palembang - Kenten,"Jl. MP. Mangkunegara K No.432, Bukit Sangkal, Kec. Kalidoni, Kota Palembang, Sumatera Selatan 30114",,EAC Kenten,Palembang,Kenten,,-2.9417827,104.7672437,SUCCESS
486,English Academy,Palembang - Rajawali,"Jl. Rajawali No.1174D, 9 Ilir, Kec. Ilir Tim. II, Kota Palembang, Sumatera Selatan 30126",,EAC Rajawali,Palembang,Rajawali,,-2.9722008,104.7643336,SUCCESS
487,English Academy,Palopo - Andi Kambo,"Jl. Andi Kambo, Surutanga, Kec. Wara Tim., Kota Palopo, Sulawesi Selatan 91921",,EAC Andi Kambo,Palopo,Andi Kambo,,-3.0031699,120.2008638,SUCCESS
488,English Academy,Palu - Jenderal Sudirman,"North Lolu, Palu Selatan, Palu City, Central Sulawesi 94111",,EAC Jenderal Sudirman,Palu,Jenderal Sudirman,,-0.8982256000000001,119.8771813,SUCCESS
489,English Academy,Pangkal Pinang - Depati Hamza,"Jl. Depati Hamzah No.3, Semabung Lama, Kec. Bukitintan, Kota Pangkal Pinang, Kepulauan Bangka Belitung 33174",,EAC Depati Hamza,Pangkal Pinang,Depati Hamza,,-2.1349167,106.122285,SUCCESS
490,English Academy,Pangkalan Bun - Pakunegara,"Jl. Pakunegara No.1, Raja, Kec. Arut Sel., Kabupaten Kotawaringin Barat, Kalimantan Tengah 74112",,EAC Pakunegara,Pangkalan Bun,Pakunegara,,-2.6751393,111.6380031,SUCCESS
491,English Academy,Pangkalan Kerinci - Maharaja Indra,"Jl. Maharaja Indra, RT.1/RW.1, Pangkalan Kerinci Kota, Kec. Pangkalan Kerinci, Kabupaten Pelalawan, Riau 28664",,EAC Maharaja Indra,Pangkalan Kerinci,Maharaja Indra,,0.393332,101.8577431,SUCCESS
492,English Academy,Pangkep - Sultan Hasanuddin,"Jl. Hasanuddin, Palampang, Kec. Pangkajene, Kabupaten Pangkajene Dan Kepulauan, Sulawesi Selatan 90614",,EAC Sultan Hasanuddin,Pangkep,Sultan Hasanuddin,,-4.8287205,119.5456161,SUCCESS
493,English Academy,Parepare - Mattirotasi,"Jl. Mattiro Tasi, Tiro Sompe, Kec. Bacukiki Bar., Kota Parepare, Sulawesi Selatan 91121",,EAC Mattirotasi,Parepare,Mattirotasi,,-4.0256749,119.6241838,SUCCESS
494,English Academy,Pati - Jend. Sudirman,"Jl. Jenderal Sudirman No.90, Pati Kidul, Kec. Pati, Kabupaten Pati, Jawa Tengah 59114",,EAC Jend. Sudirman,Pati,Jend. Sudirman,,-6.7521312,111.0342451,SUCCESS
495,English Academy,Payakumbuh - Simpang Benteng,"Jl. Ade Irma Suryani, Labuh Baru, Kec. Payakumbuh Utara, Kota Payakumbuh, Sumatera Barat 26213",,EAC Simpang Benteng,Payakumbuh,Simpang Benteng,,-0.223137,100.638544,SUCCESS
496,English Academy,Pekalongan - Diponegoro,"Jl. Diponegoro No.43, RT.001/RW.3, Dukuh, Kec. Pekalongan Utara, Kota Pekalongan, Jawa Tengah 51146",,EAC Diponegoro,Pekalongan,Diponegoro,,-6.8841113,109.6704001,SUCCESS
497,English Academy,Pekanbaru - Ahmad Yani,"Jl. Jend. Ahmad Yani No.109, Kota Baru, Pekanbaru Kota, Kota Pekanbaru, Riau 28114",,EAC Ahmad Yani,Pekanbaru,Ahmad Yani,,0.5252901999999999,101.4425373,SUCCESS
498,English Academy,Pekanbaru - Panam,"Jl. H.R Soebrantas KM 10.5 No. 2, RT.4/RW.12, Kel. Tobekgodang, Kec. Tampan, Kota Pekanbaru, Riau 28294",,EAC Panam,Pekanbaru,Panam,,0.4642152,101.3887125,SUCCESS
499,English Academy,Pematangsiantar - Sutomo,"Jl. Sutomo No.8, Pahlawan, Kec. Siantar Tim., Kota Pematang Siantar, Sumatera Utara 21132",,EAC Sutomo,Pematangsiantar,Sutomo,,2.9550633,99.06222299999999,SUCCESS
500,English Academy,Pinrang - Jend. Sudirman,"Jl. Jenderal Sudirman, Jaya, Kec. Watang Sawitto, Kabupaten Pinrang, Sulawesi Selatan 91212",,EAC Jend. Sudirman,Pinrang,Jend. Sudirman,,-3.795875,119.6517936,SUCCESS
501,English Academy,Polewali Mandar - Andi Depu,"Jl. H. Andi Depu, Takatidung, Kec. Polewali, Kabupaten Polewali Mandar, Sulawesi Barat 91311",,EAC Andi Depu,Polewali Mandar,Andi Depu,,-3.4210094,119.3253104,SUCCESS
502,English Academy,Pontianak - Ayani Megamal,"Komplek Ayani Megamal, Jl. Jenderal Ahmad Yani No. B5, Parit Tokaya, Kec. Pontianak Tenggara, Kota Pontianak, Kalimantan Barat 78117",,EAC Ayani Megamal,Pontianak,Ayani Megamal,,-0.051244,109.345662,SUCCESS
